itemID
1131
1512
2164
2932
3805
3304
3307
3504
3664
3716
3719
3798
3806
3852
3853
4435
4870
5622
5642
8624
8999
11580
11750
12082
12107
13297
14501
14809
15148
17550
17736
17765
20143
20464
22329
25137
27699
27725
28725
28893
30099
30346
30356
30453
30630
31013
31311
31393
31862
31987
33534
32387
32394
34579
34760
34773
34803
35127
35654
35942
37997
38599
38626
39234
39835
39840
40013
40022
40790
42774
42952
43170
43318
43683
43738
43853
44084
44109
44114
44339
45263
45617
47594
47828
48477
49179
51402
52289
53917
54616
54618
55285
55295
55309
55313
55331
55337
55845
55951
56334
57027
57037
57109
57334
58307
60177
62306
63743
64429
64703
66331
67925
69170
69207
70490
72025
72222
73187
75300
75343
76929
77650
77822
78320
78328
78920
79078
79476
79660
80185
80358
80404
81473
82128
82312
82478
82736
82892
82974
83764
83771
84066
84150
84651
85581
85832
85942
86377
86563
86597
86845
87522
88025
88047
88087
90159
90437
91022
92879
94142
95979
96039
96427
97078
97452
97605
100256
99512
99550
99642
100552
100800
101286
101499
101601
101906
102174
102198
102249
102305
102394
102449
102781
103172
103250
103367
103876
103887
104168
104349
104918
104945
105100
105337
105650
105906
105977
106076
106096
106167
106816
106873
107133
107511
107827
108116
108117
108119
108242
108582
109295
109352
109373
109745
109801
109882
110144
110496
110523
110733
110790
110987
111069
111226
111243
111497
111587
111762
111854
111901
112012
112077
112340
112369
112393
112416
112531
112538
112677
112697
113093
113491
113554
113633
113773
113788
113860
113878
114022
114029
114231
114335
114336
114385
114543
114553
114935
114966
115104
115574
115596
115762
115989
116124
116488
116875
117198
117299
117432
117477
117480
117687
117688
117710
117735
118057
118070
118071
118153
118205
118209
118221
118283
118314
118315
118372
118489
118516
118517
118520
118706
118710
118817
118847
119010
119042
119124
119128
119143
119217
119250
119547
119669
119729
119772
119790
119814
119972
120254
120273
120354
120766
120770
120793
121199
121209
121216
121242
121403
121519
121530
121570
121577
121662
121673
121683
121799
121824
121825
121827
121828
121829
121968
122002
122165
122170
122225
122473
122483
122486
122552
122554
122815
122902
123017
123034
123067
123074
123087
123143
123156
123166
123172
123230
123351
123388
123402
123438
123448
123489
123635
123637
123658
123791
123840
123881
123885
123955
123972
123982
124072
124099
124107
124124
124125
124145
124178
124269
124270
124295
124329
124371
124385
124447
124476
124478
124481
124538
124551
124555
124600
124609
124640
124711
124738
124781
124782
124790
124799
124898
124980
124993
125206
125197
125235
125247
125260
125262
125263
125264
125265
125266
125279
125287
125307
125316
125337
125338
125377
125378
125382
125383
125385
125386
125388
125391
125393
125394
125399
125400
125403
125406
125410
125442
125446
125473
125496
125503
125533
125563
125631
125655
125674
125675
125800
125834
125853
125962
126078
126081
126166
126168
126171
126245
126286
126289
126296
126297
126299
126301
126303
126306
126315
126318
126338
126353
126503
126654
126656
126657
126660
126664
126669
126678
126682
126685
126707
126713
126714
126737
126749
126776
126777
126780
126787
126791
126794
126795
126803
126809
126813
126820
126821
126824
126830
126832
126842
126843
126888
126996
126999
127001
127003
127009
127010
127012
127085
127110
127117
127126
127225
127241
127268
127299
127303
127304
127307
127310
127321
127325
127326
127365
127369
127378
127438
127492
127493
127636
127642
127644
127649
127651
127652
127654
127655
127662
127666
127672
127900
127908
127918
127924
127926
127929
127933
127946
127949
127980
128156
128204
128244
128286
128328
128368
128369
128393
128400
128404
128474
128489
128550
128565
128614
128621
128652
128653
128654
128655
128656
128658
128659
128662
128663
128665
128668
128670
128672
128674
128721
128819
128867
128870
128882
128883
128884
128886
128898
128906
128907
128908
128909
128917
128918
128951
128972
129016
129103
129155
129157
129165
129218
129247
129271
129278
129283
129307
129337
129338
129357
129385
129386
129389
129426
129495
129522
129524
129544
129648
129721
129722
129723
129724
129764
129826
129830
129841
129847
129853
129856
129944
129950
129952
129955
129961
129972
129982
129983
129985
129990
129992
130045
130119
130136
130137
130140
130144
130152
130174
130175
130178
130215
130218
130245
130267
130269
130277
130310
130311
130346
130381
130382
130417
130423
130424
130445
130446
130451
130452
130453
130454
130456
130460
130502
130506
130542
130545
130551
130552
130553
130554
130556
130557
130558
130560
130563
130565
130568
130571
130574
130579
130581
130595
130599
130620
130632
130658
130675
130678
130679
130680
130682
130707
130711
130721
130723
130766
130760
130786
130803
130808
130812
130814
130833
130841
130871
130951
130969
130978
130984
130998
131002
131004
131005
131008
131009
131011
131012
131014
131027
131088
131095
131105
131120
131122
131123
131134
131143
131165
131181
131203
131206
131207
131209
131210
131214
131217
131219
131223
131226
131228
131231
131232
131233
131275
131277
131278
131284
131286
131287
131315
131320
131369
131371
131402
131413
131469
131481
131499
131508
131539
131541
131542
131576
131580
131594
131599
131605
131609
131629
131699
131702
131714
131724
131725
131727
131760
131772
131816
131817
131827
131859
132458
132464
132465
132469
132483
132654
132657
132658
132659
132672
132932
132949
132968
132989
133005
133008
133018
133053
133068
133078
133093
133098
133099
133117
133121
133133
133134
133211
133215
133231
133246
133247
133266
133298
133301
133326
133328
133357
133360
133361
133362
133363
133364
133367
133368
133369
133372
133374
133380
133382
133392
133394
133395
133403
133407
133408
133409
133410
133411
133412
133414
133415
133416
133428
133430
133432
133438
133440
133441
133444
133454
133455
133519
140505
133542
133551
133567
133583
133584
133625
133687
133696
133697
133700
133715
133728
133742
133751
133752
133758
133762
133766
133768
133774
133779
133783
133789
133823
133825
133827
133828
133836
133851
133865
133882
133883
133884
133938
133943
133969
133985
133986
134013
134039
134053
134060
134065
134076
134077
134078
134079
134082
134084
134085
134086
134090
134091
134092
134095
134096
134098
134099
134101
134103
134107
134108
134109
134110
134111
134112
134113
134114
134116
134117
134118
134123
134150
134151
134176
134221
134258
134259
134261
134262
134278
134284
134295
134297
134346
134352
