sku,price,ProductTitle,Designer,category,template,ReferenceCode,in_stock
143675,432.00,"Louis Vuitton M51852 Pochette Twin GM Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143675-NSE-SH,1
143677,480.00,"Louis Vuitton M51828 Pochette Marly Bandouliere Crossbody Bag","Louis Vuitton",Handbags,Handbags,142015-143677-NBM-SH,1
143681,540.00,"Louis Vuitton M51828 Pochette Marly Bandouliere Monogram Crossbody Bag","Louis Vuitton",Handbags,Handbags,142015-143681-NMI-SH,1
143685,288.00,"Louis Vuitton M91095 Thompson Street Blue Vernis Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143685-PEI-SH,1
143688,720.00,"Louis Vuitton M51258 Musette Salsa Brown Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143688-EBU-SH,1
143692,540.00,"Louis Vuitton M51828 Pochette Marly Bandouliere Monogram Crossbody Bag","Louis Vuitton",Handbags,Handbags,142015-143692-NMI-SH,1
143693,552.00,"Louis Vuitton M51828 Pochette Marly Bandouliere Bag","Louis Vuitton",Handbags,Handbags,142015-143693-NAI-SH,1
143694,540.00,"Louis Vuitton M51257 Musette Tango Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143694-NUT-SH,1
143696,720.00,"Louis Vuitton M51257 Musette Tango Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143696-EBU-SH,1
143697,648.00,"Louis Vuitton M51254 Cartouchiere Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143697-ESP-SH,1
143698,720.00,"Louis Vuitton M51258 Musette Salsa Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143698-EBU-SH,1
143699,600.00,"Louis Vuitton M51258 Musette Salsa Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143699-NTC-SH,1
143700,720.00,"Louis Vuitton M51258 Musette Salsa Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143700-EBU-SH,1
143701,720.00,"Louis Vuitton M51257 Musette Tango Monogram  Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143701-EBU-SH,1
143702,468.00,"Louis Vuitton M51852 Pochette Twin GM Monogram Coated Canvas Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143702-NBM-SH,1
143704,528.00,"Louis Vuitton M51257 Musette Tango Monogram Crossbody Bag","Louis Vuitton",Handbags,Handbags,142015-143704-NAI-SH,1
143705,720.00,"Louis Vuitton M51170 Vavin GM Monogram Tote","Louis Vuitton",Handbags,Handbags,142015-143705-EBU-SH,1
143706,780.00,"Louis Vuitton M51108 Sac Shopping PM Monogram Tote","Louis Vuitton",Handbags,Handbags,142015-143706-EAT-SH,1
143707,768.00,"Louis Vuitton M51870 Pochette Gange Monogram Bag","Louis Vuitton",Handbags,Handbags,142015-143707-EAT-SH,1
143710,468.00,"Louis Vuitton M51852 Pochette Twin GM Monogram Coated Canvas Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143710-NBM-SH,1
143711,840.00,"Louis Vuitton M51276 Trocadero 24 Monogram Crossbody Bag","Louis Vuitton",Handbags,Handbags,142015-143711-EIB-MZ,1
143713,1680.00,"Hermes Evelyne TPM Red Box Calf Leather Crossbody Bag",Hermes,Handbags,Handbags,142015-143713-TBS-SH,1
143716,720.00,"Louis Vuitton M51258 Musette Salsa Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,142015-143716-EBU-SH,1
143717,360.00,"Louis Vuitton M51828 Pochette Marly Bandouliere Monogram Canvas Crossbody Bag","Louis Vuitton",Handbags,Handbags,142015-143717-PTS-SH,1
143719,936.00,"Hermes Garden Party PM Beige Canvas & Brown Leather Tote",Hermes,Handbags,Handbags,142015-143719-UNP-SH,1
143769,3600.00," Chanel A66865 Grand Shopper XL Blue Quilted Leather Tote ",Chanel,Handbags,Handbags,142042-143769-PEIS-SH,1
143874,600.00," Louis Vuitton M40027 Hudson PM Brown Monogram Coated Canvas Shoulder Bag ","Louis Vuitton",Handbags,Handbags,142061-143874-NMS-SH,1
144006,288.00," Louis Vuitton Sevigne White Epi Leather Clutch ","Louis Vuitton",Handbags,Handbags,142188-144006-PSB-SH,1
144070,3600.00," Chanel Reissue XXL Black Quilted Patent Leather Shoulder Bag ",Chanel,Handbags,Handbags,142225-144070-PMSB-SH,1
144144,900.00," Mulberry Alexa Burgundy Leather Satchel ",Mulberry,Handbags,Handbags,142287-144144-EMB-SH,1
144165,720.00," Balenciaga Le Dix Brown Leather Shoulder Bag ",Balenciaga,Handbags,Handbags,142306-144165-ESB-SH,1
144198,240.00," Fendi Oyster Brown & Black Zucca Canvas Hobo ",Fendi,Handbags,Handbags,142326-144198-PBS-SH,1
144220,432.00," Stella McCartney Black Faux Leather Crossbody Bag ","Stella McCartney",Handbags,Handbags,142343-144220-PIS-SH,1
144343,168.00," Marc Jacobs Casey Purple Quilted Leather Tote ","Marc Jacobs",Handbags,Handbags,142423-144343-TS-SH,1
144491,1680.00," Chanel Black Leather Crossbody Bag ",Chanel,Handbags,Handbags,NULL,1
144493,1800.00," Gucci 189871 Pop Bamboo Brown Snakeskin Satchel ",Gucci,Handbags,Handbags,142530-144493-TMS-MZ,1
144514,480.00," Prada Beige Leather Tote ",Prada,Handbags,Handbags,142548-144514-NSB-SH,1
144525,768.00," Balenciaga Blanket Square Blue Leather Crossbody Bag ",Balenciaga,Handbags,Handbags,142554-144525-ESB-MZ,1
144568,3600.00," Chanel A93823 Gabrielle Beige & Black Quilted Leather Tote ",Chanel,Handbags,Handbags,142586-144568-PUIS-KA,1
144571,180.00," Burberry Brown Leather Crossbody Bag ",Burberry,Handbags,Handbags,142588-144571-TM-SH,1
144752,2880.00," Chanel Green Quilted Leather Shoulder Bag ",Chanel,Handbags,Handbags,142702-144752-CIS-SH,1
144753,480.00," Gucci 223668 Brown GG Supreme Coated Canvas Tote ",Gucci,Handbags,Handbags,142702-144753-NSB-SH,1
144759,660.00," Gucci 233604 Web Hobo Black Guccissima Leather Hobo ",Gucci,Handbags,Handbags,142702-144759-NBM-SH,1
144761,480.00," Gucci 211943 Sukey Brown GG Canvas Shoulder Bag ",Gucci,Handbags,Handbags,142702-144761-NSB-KA,1
144801,360.00," Gucci 137592 Brown Guccissima Suede & Leather Hobo ",Gucci,Handbags,Handbags,142725-144801-PES-SH,1
144802,480.00," Valentino Brown Leather Crossbody Bag ",Valentino,Handbags,Handbags,142726-144802-NSB-SH,1
144819,720.00," Gucci 285730 Sukey Brown GG Canvas Satchel ",Gucci,Handbags,Handbags,142740-144819-NIS-SH,1
144837,720.00," Gucci 387611 Miss Bamboo Black Leather Shoulder Bag ",Gucci,Handbags,Handbags,142755-144837-NAS-SH,1
144852,2880.00," Chanel A92235 Trendy CC Green Quilted Leather Shoulder Bag ",Chanel,Handbags,Handbags,142770-144852-PNSB-SH,1
144865,1740.00,"Louis Vuitton Kensington Damier Ebene Tote","Louis Vuitton",Handbags,Handbags,142781-144865-TNM-MZ,1
144871,120.00," Tory Burch Brown & White Leather Satchel ","Tory Burch",Handbags,Handbags,142785-144871-MS-SH,1
144879,360.00," Fendi Spy Blue Denim Shoulder Bag ",Fendi,Handbags,Handbags,142583-144879-PSB-SH,1
144893,192.00," Miu Miu Brown Leather Shoulder Bag ","Miu Miu",Handbags,Handbags,,1
144917,1440.00," Louis Vuitton N51997 Trevi PM Brown Damier Ebene Canvas Satchel ","Louis Vuitton",Handbags,Handbags,142814-144917-ASB-SH,1
144919,600.00," Burberry Northfield Grey Nova Check Canvas Satchel ",Burberry,Handbags,Handbags,142814-144919-NMS-SH,1
144944,2160.00," Chanel Grand Shopper GST Black Quilted Leather Tote ",Chanel,Handbags,Handbags,142823-144944-NIS-SH,1
144985,900.00," Christian Louboutin 1185180 Vero Dodat Beige Patent Leather Crossbody Bag ","Christian Louboutin",Handbags,Handbags,142855-144985-ETM-SH,1
145010,600.00," Louis Vuitton Vintage Vavin GM Brown Monogram Canvas Tote ","Louis Vuitton",Handbags,Handbags,142879-145010-NMS-SH,1
145012,300.00," Alexander Wang Diego Black Leather Shoulder Bag ","Alexander Wang",Handbags,Handbags,142881-145012-PNM-KA,1
145015,168.00," Prada Black Nylon Tote ",Prada,Handbags,Handbags,142884-145015-TS-SH,1
145057,1080.00," Proenza Schouler Medium Have Top Handle Blue Suede Shoulder Bag ","Proenza Schouler",Handbags,Handbags,142918-145057-UMS-SH,1
145064,960.00," Louis Vuitton N41108 Vintage Rivington Brown Damier Ebene Canvas Tote ","Louis Vuitton",Handbags,Handbags,142925-145064-USB-SH,1
145087,1800.00," Gucci 409487 Small Padlock Green Guccissima Leather Shoulder Bag ",Gucci,Handbags,Handbags,142942-145087-TMS-SH,1
145100,996.00,"Chanel A25178 Ligne Cambon Quilted Leather Crossbody Bag",Chanel,Handbags,Handbags,142952-145100-UMU-SH,1
145103,276.00,"Tory Burch Small Reva Black Leather Crossbody Bag","Tory Burch",Handbags,Handbags,142952-145103-PEM-SH,1
145109,540.00,"Chanel Ligne Cambon Pochette White & Black Quilted Leather Bag",Chanel,Handbags,Handbags,142952-145109-NMN-SH,1
145116,420.00," Louis Vuitton M42238 Petit Bucket Brown Monogram Canvas Tote ","Louis Vuitton",Handbags,Handbags,142956-145116-PTM-SH,1
145124,324.00," Gucci 159402 Beige Guccissima Leather Pochette ",Gucci,Handbags,Handbags,142958-145124-PSB-SH,1
145134,216.00," Alexander Wang Dumbo Black Leather Shoulder Bag ","Alexander Wang",Handbags,Handbags,142964-145134-CS-SH,1
145136,840.00," Proenza Schouler PS1 Blue Leather Satchel ","Proenza Schouler",Handbags,Handbags,142964-145136-EMS-KA,1
145141,204.00," Chloe Paddington Brown Leather Satchel ",Chloe,Handbags,Handbags,142966-145141-CM-SH,1
145143,360.00,"Gucci Horsebit Black Leather Hobo",Gucci,Handbags,Handbags,142966-145143-PTP-SH,1
145144,636.00," Gucci Sukey Black Guccissima Leather Hobo ",Gucci,Handbags,Handbags,142966-145144-NCP-SH,1
145145,12000.00,"Hermes Birkin 32 Black Togo Leather Satchel",Hermes,Handbags,Handbags,142966-145145-UCNE-SH,1
145147,1200.00,"Chanel Shearling Biarritz Black Quilted Patent Leather Tote",Chanel,Handbags,Handbags,142966-145147-MEN-SH,1
145148,1740.00,"Christian Dior Lady Dior Cream Cannage Leather 2-Way Satchel","Christian Dior",Handbags,Handbags,142966-145148-TAP-SH,1
145150,636.00,"Louis Vuitton M47270 Deauville Monogram Satchel","Louis Vuitton",Handbags,Handbags,142966-145150-NCP-SH,1
145151,960.00," Prada BN1874 Sabbia Saffiano Lux Beige Leather Tote ",Prada,Handbags,Handbags,142966-145151-UBU-SH,1
145152,360.00," Louis Vuitton M91376 Maple Drive Cream Vernis Patent Leather Satchel ","Louis Vuitton",Handbags,Handbags,142966-145152-PIN-KA,1
145154,1224.00,"Bottega Veneta Medium Campana Black Intrecciato Leather Shoulder Bag","Bottega Veneta",Handbags,Handbags,142966-145154-MBU-SH,1
145155,412.42,"Louis Vuitton M30822 Yaranga Black Taiga Leather Crossbody Bag","Louis Vuitton",Handbags,Handbags,142966-145155-PTP-SH,1
145156,540.00," Bottega Veneta Tan Intrecciato Leather Shoulder Bag ","Bottega Veneta",Handbags,Handbags,142966-145156-NUI-SH,1
145157,360.00,"Yves Saint Laurent Oversized Muse Black Leather Bag","Yves Saint Laurent",Handbags,Handbags,142966-145157-PTP-SH,1
145159,204.00,"Louis Vuitton M91343 Lexington Orange Vernis Leather Pochette","Louis Vuitton",Handbags,Handbags,142966-145159-CM-SH,1
145160,528.00,"Balenciaga Town Blue Agneau Leather Shoulder Bag",Balenciaga,Handbags,Handbags,142966-145160-NBA-SH,1
145161,420.00,"Balenciaga 299210 Hip Pink Chevre Leather Pochette",Balenciaga,Handbags,Handbags,142966-145161-PCE-KA,1
145162,1200.00,"Chloe Marcie Small Black Perforated Leather Satchel",Chloe,Handbags,Handbags,142966-145162-MBU-SH,1
145163,288.00,"Gucci 130736 Abbey D-Ring Black GG Canvas Shoulder Bag",Gucci,Handbags,Handbags,142966-145163-PNI-SH,1
145165,13800.00,"Hermes Birkin 35cm Black Togo Leather Satchel",Hermes,Handbags,Handbags,142966-145165-ASIP-SH,1
145166,504.00,"Balenciaga Part Time Cream Chevre Leather Satchel",Balenciaga,Handbags,Handbags,142966-145166-NBA-SH,1
145168,1200.00," Christian Dior Lady Dior Large Beige Cannage Patent Leather Satchel ","Christian Dior",Handbags,Handbags,142966-145168-MBU-SH,1
145171,1200.00," Chloe Marcie Medium Red Leather Satchel ",Chloe,Handbags,Handbags,142966-145171-MEN-JK,1
145172,156.00," Jimmy Choo Ramona Tan Leather Shoulder Bag ","Jimmy Choo",Handbags,Handbags,142966-145172-AN-SH,1
145173,888.00,"Hermes Garden Party 30 PM Canvas & Brown Leather Tote",Hermes,Handbags,Handbags,142966-145173-USP-SH,1
145181,13800.00,"Hermes Birkin 35 Black Togo Leather Satchel",Hermes,Handbags,Handbags,142966-145181-APIA-KA,1
145182,1488.00,"Louis Vuitton M41151 Brea MM Beige Epi Leather Satchel","Louis Vuitton",Handbags,Handbags,142966-145182-ABE-SH,1
145186,1080.00,"Louis Vuitton M91816 Suhali L'Imprevisible Black Leather Tote","Louis Vuitton",Handbags,Handbags,142966-145186-UIB-SH,1
145187,624.00,"Gucci 232930 Medium Jungle Black Leather Bamboo Hobo",Gucci,Handbags,Handbags,142966-145187-NCP-SH,1
145190,408.00,"Louis Vuitton M51854 Pochette Twin PM Monogram Crossbody Bag","Louis Vuitton",Handbags,Handbags,142966-145190-PIN-SH,1
145191,528.00,"Louis Vuitton M95224 Mini Lin Speedy 30 Satchel","Louis Vuitton",Handbags,Handbags,142966-145191-NUI-SH,1
145192,432.00," Cartier Must De Burgundy Leather Shoulder Bag ",Cartier,Handbags,Handbags,142966-145192-NSU-SH,1
145193,120.00," Hermes Fourre Tout PM Black Canvas Tote ",Hermes,Handbags,Handbags,142966-145193-MP-SH,1
145194,1008.00,"Valentino Rockstud Small Tan Leather Satchel",Valentino,Handbags,Handbags,142966-145194-UMB-SH,1
145197,480.00,"Louis Vuitton M91374 Roxbury Drive Cream Vernis Leather Satchel","Louis Vuitton",Handbags,Handbags,142966-145197-NBA-SH,1
145198,264.00," Jimmy Choo Ramona Tan Leather Shoulder Bag ","Jimmy Choo",Handbags,Handbags,142966-145198-PBT-SH,1
145199,300.00,"Gucci 114877 Reins Black Leather & Canvas Hobo",Gucci,Handbags,Handbags,142966-145199-PUC-SH,1
145201,792.00," Bottega Veneta 115654 Large Red Intrecciato Leather Hobo ","Bottega Veneta",Handbags,Handbags,142966-145201-EUA-SH,1
145202,468.00,"Bottega Veneta 172026 Tan Intrecciato Leather Hobo","Bottega Veneta",Handbags,Handbags,142966-145202-PCE-SH,1
145203,480.00,"Balenciaga 103208 Classic First Pink Chevre Leather Satchel",Balenciaga,Handbags,Handbags,142966-145203-NBA-KA,1
145205,264.00,"Christian Dior Blue Canvas Pochette","Christian Dior",Handbags,Handbags,142966-145205-PNI-SH,1
145207,768.00,"Louis Vuitton M51155 Luco Monogram Tote","Louis Vuitton",Handbags,Handbags,142966-145207-EUA-SH,1
145208,588.00,"Balenciaga 235216 Classic First Pink Chevre Leather Shoulder Bag",Balenciaga,Handbags,Handbags,142966-145208-NTS-KA,1
145212,312.00,"Gucci 211944 Medium Sukey GG Canvas Satchel",Gucci,Handbags,Handbags,142966-145212-PNI-SH,1
145213,1080.00,"Hermes Garden Party 30 PM Canvas & Black Leather Tote",Hermes,Handbags,Handbags,142966-145213-UIB-KA,1
145214,780.00,"Chanel All Day Long Bowler Black Quilted Leather Tote",Chanel,Handbags,Handbags,142966-145214-EUA-SH,1
145215,960.00,"Fendi 8M0354 Micro Monster Pink Leather Baguette",Fendi,Handbags,Handbags,142966-145215-UBU-SH,1
145216,1044.00,"Chloe Marcie Medium Beige Leather Satchel",Chloe,Handbags,Handbags,142966-145216-UIB-JK,1
145218,540.00,"Louis Vuitton M41450 Excursion Monogram Satchel","Louis Vuitton",Handbags,Handbags,142966-145218-NUI-SH,1
145221,168.00," Yves Saint Laurent Mombasa Black Leather Shoulder Bag ","Yves Saint Laurent",Handbags,Handbags,142966-145221-AN-SH,1
145222,2400.00,"Hermes Evelyne I PM Prune Box Calf Leather Crossbody Bag",Hermes,Handbags,Handbags,142966-145222-PSAT-SH,1
145224,360.00,"Prada BR4070 Black Leather Hobo",Prada,Handbags,Handbags,142966-145224-PTP-SH,1
145225,480.00,"Balenciaga Classic First Pink Chevre Leather 2-Way Satchel",Balenciaga,Handbags,Handbags,142966-145225-NBA-SH,1
145226,324.00,"Gucci 203494 Jackie O Brown GG Coated Canvas Hobo",Gucci,Handbags,Handbags,142966-145226-PUC-SH,1
145227,672.00,"Balenciaga Town Black Agneau Leather Satchel",Balenciaga,Handbags,Handbags,142966-145227-EPE-SH,1
145228,336.00," Jimmy Choo Ramona Black Leather Shoulder Bag ","Jimmy Choo",Handbags,Handbags,142966-145228-PUC-SH,1
145229,264.00,"Tory Burch Large Amanda Pink Leather Shoulder Bag","Tory Burch",Handbags,Handbags,142966-145229-PNI-SH,1
145230,180.00,"Chloe Paddington Cognac Leather Satchel",Chloe,Handbags,Handbags,142966-145230-TE-SH,1
145232,216.00," Celine Boogie Pink Leather Satchel ",Celine,Handbags,Handbags,142966-145232-CM-SH,1
145235,324.00,"Louis Vuitton M47522 Trousse Toilette 28 Monogram Bag","Louis Vuitton",Handbags,Handbags,142966-145235-PUC-SH,1
145236,336.00,"Yves Saint Laurent Mini Downtown Black Patent Leather Satchel","Yves Saint Laurent",Handbags,Handbags,142966-145236-PUC-SH,1
145237,1044.00,"Louis Vuitton M91888 Suhali Lockit PM Black Leather Tote","Louis Vuitton",Handbags,Handbags,142966-145237-UIB-SH,1
145238,1200.00," Louis Vuitton M52147 Alma PM Red Epi Leather Shoulder Bag ","Louis Vuitton",Handbags,Handbags,142966-145238-MEN-KA,1
145239,660.00,"Chloe Paraty Medium Brown Leather Satchel",Chloe,Handbags,Handbags,142966-145239-NCP-SH,1
145242,150.26," Hermes Fourre Tout MM Beige Canvas Tote ",Hermes,Handbags,Handbags,142966-145242-AN-SH,1
145243,2400.00," Celine Phantom Medium Grey Leather Satchel ",Celine,Handbags,Handbags,142966-145243-PBAM-SH,1
145245,600.00,"Balenciaga 103208 Classic First Blue Chevre Leather Satchel",Balenciaga,Handbags,Handbags,142966-145245-NTS-KA,1
145246,168.00,"Celine Boogie Black Suede Satchel",Celine,Handbags,Handbags,142966-145246-TE-SH,1
145249,2580.00,"Hermes Evelyne I GM Gold Courchevel Leather Crossbody Bag",Hermes,Handbags,Handbags,142966-145249-PBAM-SH,1
145250,312.00," Prada BR1309 Red Leather Shoulder Bag ",Prada,Handbags,Handbags,142966-145250-PUC-SH,1
145251,180.00," Celine Boogie Black Leather Satchel ",Celine,Handbags,Handbags,142966-145251-IU-SH,1
145253,1200.00,"Chloe Marcie Medium Tan Leather Satchel",Chloe,Handbags,Handbags,142966-145253-MEN-JK,1
145254,1200.00,"Louis Vuitton M93410 Lumineuse PM Black Empreinte Leather Satchel","Louis Vuitton",Handbags,Handbags,142966-145254-ECS-SH,1
145256,480.00," Gucci 154395 Charmy Brown GG Canvas Hobo ",Gucci,Handbags,Handbags,142966-145256-NBA-JK,1
145257,420.00,"Gucci 170009 Dialux Britt Boston Tan Leather Satchel",Gucci,Handbags,Handbags,142966-145257-PCE-SH,1
145263,180.00,"Chloe Paddington Metallic Grey Leather Satchel",Chloe,Handbags,Handbags,142966-145263-MP-SH,1
145287,1200.00," Louis Vuitton Melrose Avenue Burgundy Vernis Leather Tote ","Louis Vuitton",Handbags,Handbags,142985-145287-MSB-SH,1
145293,180.00," Salvatore Ferragamo Vintage Black Satin Crossbody Bag ","Salvatore Ferragamo",Handbags,Handbags,142991-145293-TM-SH,1
145304,960.00," Bottega Veneta Grey Intrecciato Leather Crossbody Bag ","Bottega Veneta",Handbags,Handbags,142996-145304-USB-SH,1
145319,360.00," Yves Saint Laurent Hunting Black Canvas Crossbody Bag ","Yves Saint Laurent",Handbags,Handbags,143007-145319-PMS-SH,1
145351,720.00," Judith Leiber Multi-Color Crystal Evening Bag","Judith Leiber",Handbags,Handbags,143029-145351-ESB-SH,1
145450,84.00," Gucci Tan & White GG Coated Canvas Crossbody Bag ",Gucci,Handbags,Handbags,143087-145450-EM-SH,1
145509,480.00," Gucci 317633 Bright Brit White & Grey Leather Crossbody Bag ",Gucci,Handbags,Handbags,143102-145509-NSB-SH,1
145511,192.00," Versace Black Canvas & Patent Leather Tote ",Versace,Handbags,Handbags,143102-145511-MS-KA,1
145529,156.00," Judith Leiber White Lizard Evening Bag","Judith Leiber",Handbags,Handbags,143115-145529-US-SH,1
145531,120.00," Judith Leiber Black Snakeskin Clutch ","Judith Leiber",Handbags,Handbags,143116-145531-US-SH,1
145532,156.00," Salvatore Ferragamo Black Suede Shoulder Bag ","Salvatore Ferragamo",Handbags,Handbags,143115-145532-US-SH,1
145537,720.00," Chloe Paraty Black Snakeskin Satchel ",Chloe,Handbags,Handbags,143119-145537-NMS-SH,1
145549,72.00," Marc Jacobs Black Leather Hobo ","Marc Jacobs",Handbags,Handbags,NULL,1
145550,240.00," Louis Vuitton Wooster Orange Vernis Patent Leather Crossbody Bag ","Louis Vuitton",Handbags,Handbags,143125-145550-PSB-SH,1
145561,1020.00," Louis Vuitton Alma BB Black Vernis Patent Leather Satchel ","Louis Vuitton",Handbags,Handbags,143129-145561-UNM-SH,1
145582,312.00," Salvatore Ferragamo Vara Pink Leather Crossbody Bag ","Salvatore Ferragamo",Handbags,Handbags,143147-145582-PES-SH,1
145590,96.00," Judith Leiber Red Snakeskin Evening Bag","Judith Leiber",Handbags,Handbags,143152-145590-ES-SH,1
145608,156.00," Prada Black Nylon Crossbody Bag ",Prada,Handbags,Handbags,143153-145608-AB-SH,1
145610,504.00,"Louis Vuitton M51128 Ellipse GM Monogram Satchel","Louis Vuitton",Handbags,Handbags,143153-145610-NES-SH,1
145612,408.00,"Louis Vuitton Rosewood Avenue Cream Vernis Leather Satchel","Louis Vuitton",Handbags,Handbags,143153-145612-PIB-SH,1
145622,480.00,"Louis Vuitton M40026 Manhattan PM Monogram Satchel","Louis Vuitton",Handbags,Handbags,143153-145622-NSC-SH,1
145623,252.00,"Louis Vuitton Damier Sauvage Tigre Calf Hair Pochette","Louis Vuitton",Handbags,Handbags,143153-145623-PSI-SH,1
145627,708.00,"Hermes Garden Party 30 PM Green Canvas & Brown Leather Tote",Hermes,Handbags,Handbags,143153-145627-EPM-SH,1
145650,120.00," Hermes Fourre Tout MM Grey & Blue Canvas Tote ",Hermes,Handbags,Handbags,143153-145650-MB-SH,1
145656,248.02," Prada Blue Nylon Shoulder Bag ",Prada,Handbags,Handbags,143153-145656-PSE-SH,1
145667,1080.00," Prada BN2324 Vitello Shine Brown Leather Tote ",Prada,Handbags,Handbags,143161-145667-UMS-SH,1
145696,900.00," Gucci 32226 Emily Black Guccissima Leather Hobo ",Gucci,Handbags,Handbags,143185-145696-ETM-SH,1
145726,960.00," Proenza Schouler Hava Pink Leather Crossbody Bag ","Proenza Schouler",Handbags,Handbags,143208-145726-USB-SH,1
145739,960.00," Tods Double T Multi-Color Python Crossbody Bag ",Tods,Handbags,Handbags,143221-145739-USB-KA,1
145740,960.00," Tods LP 36 Double T AMU Multi-Color Python Crossbody Bag ",Tods,Handbags,Handbags,143221-145740-USB-KA,1
145743,900.00," Louis Vuitton M40352 Delightful PM Brown Monogram Canvas Hobo ","Louis Vuitton",Handbags,Handbags,143224-145743-EUS-KA,1
145767,2880.00," Chanel Black Quilted Leather Shoulder Bag ",Chanel,Handbags,Handbags,143245-145767-PNSB-SH,1
145778,2280.00," Louis Vuitton M50810 Brea PM Purple Vernis Patent Leather Tote ","Louis Vuitton",Handbags,Handbags,143256-145778-CMS-SH,1
145810,1200.00," Chanel Beige Quilted Leather Shoulder Bag ",Chanel,Handbags,Handbags,143277-145810-MSB-SH,1
145819,360.00," Louis Vuitton Vintage Antigua Besace PM Blue Canvas Crossbody Bag ","Louis Vuitton",Handbags,Handbags,143286-145819-PMS-SH,1
145868,240.00," Gucci Black Leather Shoulder Bag ",Gucci,Handbags,Handbags,143323-145868-PSB-SH,1
145909,1560.00," Louis Vuitton Speedy Bandouliere 30 World Tour Brown Monogram Canvas Satchel ","Louis Vuitton",Handbags,Handbags,143353-145909-MES-SH,1
145911,1320.00," Louis Vuitton Alma PM Green Epi Leather Satchel ","Louis Vuitton",Handbags,Handbags,143353-145911-MBS-SH,1
145912,480.00," Yves Saint Laurent Brown Animal Print Pony Hair Clutch ","Yves Saint Laurent",Handbags,Handbags,143353-145912-NSB-SH,1
145914,480.00," Gucci 339547 Brown GG Canvas Tote ",Gucci,Handbags,Handbags,143353-145914-PMS-SH,1
145916,120.00,"Gucci Web Red Striped Leather Cosmetic Bag",Gucci,Handbags,Handbags,143353-145916-NM-SH,1
145959,90.00,"Fendi Mini Mama Black Nylon Baguette",Fendi,Handbags,Handbags,143372-145959-EC-SH,1
145960,252.00,"Gucci Horsebit Brown Leather Hobo Bag",Gucci,Handbags,Handbags,143372-145960-PSP-SH,1
145961,540.00,"Chloe Large Marcie Tan Leather Hobo",Chloe,Handbags,Handbags,143372-145961-PCS-SH,1
145962,144.00,"Prada Black Nylon Hobo",Prada,Handbags,Handbags,143372-145962-UI-KA,1
145963,120.00," Celine Boogie Tan Leather Satchel ",Celine,Handbags,Handbags,143372-145963-MA-SH,1
145965,1140.00,"Louis Vuitton N51107 Neverfull MM Damier Azur Tote","Louis Vuitton",Handbags,Handbags,143372-145965-UCU-SH,1
145966,264.00,"Louis Vuitton M91336 Reade PM Cream Vernis Leather Tote","Louis Vuitton",Handbags,Handbags,143372-145966-PBE-SH,1
145967,600.00," Chloe Medium Paraty Black Leather Satchel ",Chloe,Handbags,Handbags,143372-145967-NUB-SH,1
145968,660.00,"Louis Vuitton M41232 Estrela MM Monogram Tote","Louis Vuitton",Handbags,Handbags,143372-145968-NIC-SH,1
145969,384.00,"Louis Vuitton M51790 Pochette Orsay Monogram Wristlet","Louis Vuitton",Handbags,Handbags,143372-145969-PTE-SH,1
145970,660.00,"Louis Vuitton M40026 Manhattan PM Monogram Satchel","Louis Vuitton",Handbags,Handbags,143372-145970-NCS-SH,1
145971,600.00," Chloe Medium Paraty Green Leather Satchel ",Chloe,Handbags,Handbags,143372-145971-NPT-SH,1
145991,96.00," Marc Jacobs Purple Leather Shoulder Bag ","Marc Jacobs",Handbags,Handbags,143373-145991-US-SH,1
145992,84.00," Marc Jacobs Black Leather Shoulder Bag ","Marc Jacobs",Handbags,Handbags,143373-145992-NM-SH,1
145994,96.00,"Tods Tan Nylon Shoulder Bag",Tods,Handbags,Handbags,143373-145994-ES-SH,1
146026,960.00," Celine Trapeze Black Leather Shoulder Bag ",Celine,Handbags,Handbags,143404-146026-USB-SH,1
146030,240.00,"Versace Madonna White Leather Tote",Versace,Handbags,Handbags,143407-146030-TS-SH,1
146091,720.00," Prada 1BG062 Black Sequin Nylon Tote ",Prada,Handbags,Handbags,NULL,1
146106,960.00," Alexander McQueen Box Bag 19 Red Leather Crossbody Bag ","Alexander McQueen",Handbags,Handbags,,1
146134,288.00," Gucci 141470 Abbey Brown GG Canvas Tote ",Gucci,Handbags,Handbags,143496-146134-PNS-SH,1
146145,420.00," Bottega Veneta Black Intrecciato Leather Hobo ","Bottega Veneta",Handbags,Handbags,143506-146145-PMB-SH,1
146183,132.00,"Hermes Fourre Tout MM Brown Canvas Tote",Hermes,Handbags,Handbags,143526-146183-UA-KA,1
