sku,price,ProductTitle,Designer,category,template,ReferenceCode,in_stock
146186,96.00,"Celine Boston Brown Macadam Satchel",Celine,Handbags,Handbags,143526-146186-UA-KA,1
146188,312.00,"Louis Vuitton M51852 Pochette Twin GM Monogram Shoulder Bag","Louis Vuitton",Handbags,Handbags,143526-146188-PNI-KA,1
146194,672.00,"Hermes Garden Party 30 (PM) Canvas & Black Leather Tote",Hermes,Handbags,Handbags,143526-146194-NCE-KA,1
146201,144.00," Hermes Fourre Tout MM Black Canvas Tote ",Hermes,Handbags,Handbags,143526-146201-MT-KA,1
146203,120.00," Jimmy Choo Mini Ramona Tan Patent Leather Shoulder Bag ","Jimmy Choo",Handbags,Handbags,143526-146203-UA-KA,1
146206,600.00," Bottega Veneta Brown Intrecciato Leather Tote ","Bottega Veneta",Handbags,Handbags,143526-146206-NUC-KA,1
146209,96.00," Prada Black Nylon Tote ",Prada,Handbags,Handbags,143526-146209-EM-SH,1
146210,192.00," Prada Brown Nylon Tote ",Prada,Handbags,Handbags,143526-146210-IU-KA,1
146232,408.00,"Yves Saint Laurent Downtown Black & Beige Shoulder Bag","Yves Saint Laurent",Handbags,Handbags,143526-146232-PTN-KA,1
146233,120.00,"Gucci Cream Leather Shoulder Bag",Gucci,Handbags,Handbags,143526-146233-UA-KA,1
146234,240.00,"Louis Vuitton M47522 Trousse Toilette 28 Monogram Cosmetic Bag","Louis Vuitton",Handbags,Handbags,143526-146234-PSP-KA,1
146235,132.00,"Louis Vuitton M30184 Pochette Baikal  Green Taiga Leather Bag","Louis Vuitton",Handbags,Handbags,143526-146235-MP-SH,1
146236,132.00,"Louis Vuitton M30074 Kourad Green Taiga Leather Clutch","Louis Vuitton",Handbags,Handbags,143526-146236-UA-SH,1
146238,420.00," Chanel Black Patent Leather Cosmetic Bag ",Chanel,Handbags,Handbags,143526-146238-PIE-KA,1
146239,1980.00,"Chanel Black Quilted Leather 2-Way Satchel Bag",Chanel,Handbags,Handbags,143526-146239-ITM-KA,1
146270,1680.00," Fendi 8BN227 Mini Peekaboo Black Leather Tote ",Fendi,Handbags,Handbags,143547-146270-TSB-SH,1
146274,900.00," Proenza Schouler Medium Tote Black Leather Tote ","Proenza Schouler",Handbags,Handbags,143551-146274-ETM-SH,1
146276,3480.00," Chanel Reverso Boy Black Quilted Leather Shoulder Bag ",Chanel,Handbags,Handbags,NULL,1
146279,960.00," Louis Vuitton Delightful MM White Damier Azur Canvas Hobo ","Louis Vuitton",Handbags,Handbags,NULL,1
146361,960.00," Louis Vuitton Epi Electric Brea Black Epi Patent Leather Shoulder Bag ","Louis Vuitton",Handbags,Handbags,NULL,1
146363,600.00,,"Louis Vuitton",Handbags,Handbags,NULL,1
146368,720.00," Proenza Schouler Tiny PS1 Brown Leather Shoulder Bag ","Proenza Schouler",Handbags,Handbags,143633-146368-ESB-SH,1
146369,660.00," Fendi 8BH185 White & Multi-Color Leather Tote ",Fendi,Handbags,Handbags,NULL,1
146405,720.00,,"Louis Vuitton",Handbags,Handbags,NULL,1
146476,180.00," Gucci 169945 Vintage New Britt Black Leather Tote ",Gucci,Handbags,Handbags,NULL,1
146649,1680.00,,Chanel,Handbags,Handbags,,1
146651,1680.00,,Chanel,Handbags,Handbags,,1
146660,720.00," Valentino Ruckstud Green Leather Tote ",Valentino,Handbags,Handbags,,1
146661,288.00," Fendi 8BR511 Spy Multi-Color Sequin Canvas Shoulder Bag ",Fendi,Handbags,Handbags,,1
146662,420.00," Fendi 8BR511 Spy Bronze Leather Shoulder Bag ",Fendi,Handbags,Handbags,,1
146711,780.00,,"Louis Vuitton",Handbags,Handbags,,1
146712,660.00,,"Louis Vuitton",Handbags,Handbags,,1
5622,46.00," Prada Vintage Black Leather Flats, Size 38",Prada,Shoes,Shoes/Heels,53059-5622-NM-SL,1
15148,67.50," Miu Miu Silver Leather Slingback Heels, Size 38.5","Miu Miu",Shoes,Shoes/Heels,57719-15148-NM-MZ,1
17550,480.00," Tory Burch Brown & Grey Leather & Wool Knee - High Boots, Size 9.5","Tory Burch",Shoes,Boots,60319-17550-NPS-ID,1
57027,26.00,"Richard Shah Black Satin Heels, Size 37.5","Richard Shah",Shoes,Shoes/Heels,54343-57027-S-PT,1
57037,26.00,"Havaianas Slim Green Rubber Flip-Flops, Size 5","Havaianas Slim",Shoes,Shoes/Heels,54343-57037-S-JA,1
78328,39.00,"Donald J Pliner Brown Leather Heels, Size 6","Donald J Pliner",Shoes,Shoes/Heels,98777-78328-S-MZ,1
79660,26.00,"St. John Black Leather Heels, Size 37","St. John",Shoes,Shoes/Heels,99615-79660-PS-JK,1
81200,195.00," Prada Calzature Donna Brown Leather Sandals, Size 36",Prada,Shoes,Shoes/Heels,100671-81200-MS-SH,1
81473,2080.00,"Chanel Black Patent Leather & Snakeskin Knee – High Boots, Size 5",Chanel,Shoes,Boots,100815-81473-TIS-JK,1
88857,78.00,"Prada Brown Satin Pumps, Size 36",Prada,Shoes,Shoes/Heels,106007-88857-NM-LF,1
101601,1579.50,"Fendi Joan Brown Pony Hair & Fur Ankle Boots, Size 40",Fendi,Shoes,Boots,114709-101601-MIM-LF,1
109373,445.50,"Gucci Orange Studded Leather Platform Heels, Size 35.5",Gucci,Shoes,Shoes/Heels,120108-109373-PAM-SL,1
111243,270.00," Manolo Blahnik Kulupuri Multi-Color Pony Hair Sandals, Size 38.5","Manolo Blahnik",Shoes,Shoes/Heels,121468-111243-PSB-JK,1
111587,540.00,"Christian Louboutin Very Prive 120 Python Fairy Tale Pumps, Size 37.5","Christian Louboutin",Shoes,Shoes/Heels,121709-111587-NSB-LF,1
112315,256.50," Giuseppe Zanotti Pink & White & Black Nylon Pumps, Size 6.5","Giuseppe Zanotti",Shoes,Shoes/Heels,122253-112315-MS-LF,1
113093,135.00," Alaia Black Leather Heels, Size 36.5",Alaia,Shoes,Shoes/Heels,122761-113093-ES-SL,1
113633,12.00," Tods Black Leather Mules, Size 5.5",Tods,Shoes,Shoes/Heels,123125-113633-M-LF,1
113860,1215.00," Alaia Black Leather & Suede Ankle Boots, Size 37",Alaia,Shoes,Boots,123271-113860-USB-SL,1
115104,240.00," Jimmy Choo Vlad Green Nylon Sneakers, Size 12","Jimmy Choo",Shoes,Shoes/Heels,124157-115104-PMS-KA,1
117198,660.00," Christian Louboutin Filo 120 Ayers Burgundy Patent Leather Pumps, Size 36.5","Christian Louboutin",Shoes,Shoes/Heels,125524-117198-NTM-JK,1
118847,1680.00,"Christian Louboutin Louis Strass Clair De Lune Leather & Suede Sneakers, Size 36","Christian Louboutin",Shoes,Shoes/Heels,126626-118847-TSB-LF,1
121199,696.00," Valentino Moto Fringe Black Leather Ankle Boots, Size 4.5",Valentino,Shoes,Boots,128254-121199-PTM-MZ,1
121403,240.00," Jimmy Choo Nile Black Patent Leather Sandals, Size 4.5","Jimmy Choo",Shoes,Shoes/Heels,128400-121403-PSB-JK,1
122170,588.00," Manolo Blahnik Probo Black Suede Flats, Size 7.5","Manolo Blahnik",Shoes,Shoes/Heels,128961-122170-NUM-SA,1
123143,1080.00," Valentino Caged Rockstud Python Multi-Color Snakeskin Flats, Size 7.5",Valentino,Shoes,Shoes/Heels,129687-123143-UMS-SL,1
123166,720.00,"Balenciaga Gris Grey Leather Sneakers, Size 7",Balenciaga,Shoes,Shoes/Heels,129708-123166-ESB-SA,1
124107,288.00,"Jimmy Choo Pearl Multi-Color Patent Leather Wedges, Size 10","Jimmy Choo",Shoes,Shoes/Heels,130403-124107-PSB-MZ,1
124269,312.00,"Giuseppe Zanotti Swarovski Crystal Green Leather Flats, Size 5.5","Giuseppe Zanotti",Shoes,Shoes/Heels,130525-124269-PES-SL,1
124270,720.00," Giuseppe Zanotti Black Suede Sandals, Size 6.5","Giuseppe Zanotti",Shoes,Shoes/Heels,130525-124270-ESB-SL,1
124385,840.00," Christian Louboutin Rantus Orlato Tan Fabric Sneakers, Size 8","Christian Louboutin",Shoes,Shoes/Heels,130623-124385-EMS-MZ,1
124476,420.00,"Giuseppe Zanotti Crystal Green Canvas Sandals, Size 6.5","Giuseppe Zanotti",Shoes,Shoes/Heels,130682-124476-PTM-SL,1
124478,324.00," Giuseppe Zanotti Green & Brown Canvas & Leather Sandals, Size 6.5","Giuseppe Zanotti",Shoes,Shoes/Heels,130682-124478-PEM-SL,1
125247,398.40," Yves Saint Laurent Tribtoo Black Patent Leather Pumps, Size 7.5","Yves Saint Laurent",Shoes,Shoes/Heels,131217-125247-PAB-SL,1
125262,408.00,"Yves Saint Laurent Tribtoo Black Patent Leather Pumps, Size 7.5","Yves Saint Laurent",Shoes,Shoes/Heels,131223-125262-PTS-SL,1
125263,408.00," Yves Saint Laurent TribToo Black Patent Leather Pumps, Size 8.5","Yves Saint Laurent",Shoes,Shoes/Heels,131223-125263-PTS-SL,1
125265,408.00," Yves Saint Laurent Tribtoo Black Patent Leather Pumps, Size 8.5","Yves Saint Laurent",Shoes,Shoes/Heels,131223-125265-PTS-SL,1
125533,852.00," Christian Louboutin Tromploia 160 Brown Leather & Canvas Wedges, Size 11","Christian Louboutin",Shoes,Shoes/Heels,131379-125533-EMB-KA,1
125631,84.00," Santoni Brown Leather Loafers, Size 10",Santoni,Shoes,Shoes/Heels,131440-125631-EM-MZ,1
126168,60.00," Prada Brown Nylon Sandals, Size 5.5",Prada,Shoes,Shoes/Heels,131805-126168-NM-SL,1
126171,288.00," Gucci Brown Suede Ankle Boots, Size 6",Gucci,Shoes,Boots,131805-126171-MS-SL,1
126503,780.00," Christian Louboutin 1150253 So Pretty 120 Black Patent Leather Heels, Size 8.5","Christian Louboutin",Shoes,Shoes/Heels,132053-126503-ESM-SH,1
127085,216.00," Dolce & Gabbana Animal Print Pony Hair Ankle Boots, Size 6","Dolce & Gabbana",Shoes,Boots,132415-127085-CS-SH,1
127126,48.00," Tods Black Leather Loafers, Size 9",Tods,Shoes,Shoes/Heels,132439-127126-PS-SL,1
127268,120.00," Tory Burch Blue Canvas Sneakers, Size 8","Tory Burch",Shoes,Shoes/Heels,132526-127268-NM-SL,1
127636,288.00,"Louis Vuitton Blue Denim Monogram Sandals, Size 5.5","Louis Vuitton",Shoes,Shoes/Heels,131895-127636-PNS-SL,1
127686,600.00," Louis Vuitton Black Leather Sneakers, Size 7","Louis Vuitton",Shoes,Shoes/Heels,132769-127686-NMS-SH,1
128474,480.00," Valentino Hawaiian Couture Rockrunner Multi-Color Leather Sneakers, Size 4",Valentino,Shoes,Shoes/Heels,133233-128474-PIS-SH,1
128918,600.00," Tom Ford Black Leather Flats, Size 10","Tom Ford",Shoes,Shoes/Heels,133512-128918-NMS-MZ,1
129722,432.00,"Celine Burgundy Embossed Crocodile Leather Sneakers, Size 10",Celine,Shoes,Shoes/Heels,133976-129722-PIS-SH,1
129723,288.00," Celine Red Canvas Sneakers, Size 9",Celine,Shoes,Shoes/Heels,133976-129723-PNS-SH,1
129724,288.00,"Celine Iconic Black Leather Sandals, Size 9",Celine,Shoes,Shoes/Heels,133976-129724-PNS-SH,1
129950,120.00," Miu Miu Black & Pink Suede Pumps, Size 6","Miu Miu",Shoes,Shoes/Heels,134123-129950-MS-JK,1
129955,240.00," Giuseppe Zanotti Brown Suede Wedges, Size 6.5","Giuseppe Zanotti",Shoes,Shoes/Heels,134125-129955-PSB-SH,1
129961,96.00," Stella McCartney Pink Satin Pumps, Size 6.5","Stella McCartney",Shoes,Shoes/Heels,134127-129961-US-SH,1
129985,108.00," Giuseppe Zanotti Black Suede & Leather Knee - High Boots, Size 7","Giuseppe Zanotti",Shoes,Boots,134144-129985-UM-SH,1
130137,120.00," Chanel Black Patent Leather Pumps, Size 10.5",Chanel,Shoes,Shoes/Heels,134268-130137-EM-SH,1
130174,312.00," Miu Miu Vernice Beige Patent Leather Pumps, Size 5.5","Miu Miu",Shoes,Shoes/Heels,134293-130174-PES-SH,1
130245,312.00,"Miu Miu Vernice Blue Patent Leather Pumps, Size 5.5","Miu Miu",Shoes,Shoes/Heels,134293-130245-PES-SH,1
130417,180.00," Yves Saint Laurent Janis Pink Leather Pumps, Size 11","Yves Saint Laurent",Shoes,Shoes/Heels,NULL,1
130423,180.00," Roberto Cavalli Black Suede Ankle Boots, Size 11","Roberto Cavalli",Shoes,Boots,134460-130423-TM-SH,1
130424,180.00," Roberto Cavalli Grey Suede Ankle Boots, Size 11","Roberto Cavalli",Shoes,Boots,134460-130424-TM-SH,1
130445,396.00," Celine Brown Leather Sandals, Size 10",Celine,Shoes,Shoes/Heels,134478-130445-PMS-KA,1
130579,72.00,"Alexander Wang Jess Red Perforated Nylon Sneakers, Size 6.5","Alexander Wang",Shoes,Shoes/Heels,134536-130579-ES-SH,1
130707,240.00," Prada 1S370G Calzature Donna Blue Suede Flats, Size 9.5",Prada,Shoes,Shoes/Heels,134603-130707-PSB-SH,1
131134,1440.00," Christian Louboutin Tipiho Multi-Color Leather & Suede Sneakers, Size 6.5","Christian Louboutin",Shoes,Shoes/Heels,134874-131134-MIS-KA,1
131580,60.00,"Prada Rhinestone Beige Suede Ballerina Flats, Size 7.5",Prada,Shoes,Shoes/Heels,135164-131580-PS-KA,1
131699,840.00,"Christian Louboutin Lady Daf 160 Leopard Platform Heels, Size 7","Christian Louboutin",Shoes,Shoes/Heels,135232-131699-EBS-SH,1
132949,91.08," Gucci Black Leather Pumps, Size 6.5",Gucci,Shoes,Shoes/Heels,135437-132949-ET-KA,1
133098,240.00," Gucci Tan Suede Sandals, Size 7",Gucci,Shoes,Shoes/Heels,135304-133098-PSB-SH,1
133121,264.00," Jimmy Choo Demi Black & Silver Fabric & Patent Leather Sneakers, Size 8","Jimmy Choo",Shoes,Shoes/Heels,135491-133121-PBS-SH,1
133133,600.00," Chanel G25842 Black Leather Mid - Calves Boots, Size 9",Chanel,Shoes,Boots,135499-133133-NMS-SH,1
133134,600.00," Chanel G32148 Black Suede Mid - Calves Boots, Size 10",Chanel,Shoes,Boots,135499-133134-NMS-MZ,1
133247,360.00," Giuseppe Zanotti Ava 90 Black Leather Knee - High Boots, Size 6","Giuseppe Zanotti",Shoes,Boots,135574-133247-PMS-MZ,1
134295,396.00,"Salvatore Ferragamo Mimi Beige Leather Bow Flats, Size 5.5","Salvatore Ferragamo",Shoes,Shoes/Heels,136141-134295-PAM-KA,1
134297,276.00," Salvatore Ferragamo Melide Pink & Beige Snakeskin & Suede Pumps, Size 5","Salvatore Ferragamo",Shoes,Shoes/Heels,136141-134297-PBM-KA,1
134401,288.00," Louis Vuitton 1A1WZ4 Night Bloom Black Patent Leather Pumps, Size 7","Louis Vuitton",Shoes,Shoes/Heels,136209-134401-PNS-SH,1
134608,696.00," Valentino Animal Print Pony Hair Flats, Size 8.5",Valentino,Shoes,Shoes/Heels,136376-134608-NCS-SH,1
134611,720.00,"Valentino Gladiator Rockstud Pink Leather Sandals, Size 8.5",Valentino,Shoes,Shoes/Heels,136379-134611-ESB-SH,1
135111,648.00," Chanel G31711 Bronze Nylon Sneakers, Size 7",Chanel,Shoes,Shoes/Heels,136651-135111-NTS-SH,1
135149,168.00," Balenciaga Brown Leather Pumps, Size 6.5",Balenciaga,Shoes,Shoes/Heels,136681-135149-TS-SH,1
135311,60.00," Manolo Blahnik Silver Leather Sandals, Size 6","Manolo Blahnik",Shoes,Shoes/Heels,136777-135311-NM-SH,1
135313,60.00," Manolo Blahnik Pink Suede Sandals, Size 5.5","Manolo Blahnik",Shoes,Shoes/Heels,136777-135313-NM-SH,1
135315,48.00," Manolo Blahnik Black Leather Heels, Size 6.5","Manolo Blahnik",Shoes,Shoes/Heels,136777-135315-PM-JK,1
135322,60.00," Giuseppe Zanotti Silver Leather Sandals, Size 6.5","Giuseppe Zanotti",Shoes,Shoes/Heels,136777-135322-NS-SH,1
135401,48.00," Yves Saint Laurent Yellow Patent Leather Sandals, Size 7.5","Yves Saint Laurent",Shoes,Shoes/Heels,136813-135401-NS-KA,1
135790,36.00," Giuseppe Zanotti Black Suede Pumps, Size 7","Giuseppe Zanotti",Shoes,Shoes/Heels,137036-135790-PM-SH,1
136206,480.00," Giuseppe Zanotti Black Patent Leather Mid - Calves Boots, Size 7.5","Giuseppe Zanotti",Shoes,Boots,137287-136206-NSB-KA,1
136262,48.00," Tods Burgundy Patent Leather Loafers, Size 7.5",Tods,Shoes,Shoes/Heels,137335-136262-PM-SH,1
136401,96.00," Celine Brown & Black Leather & Suede Pumps, Size 8",Celine,Shoes,Shoes/Heels,137414-136401-US-SH,1
136454,600.00," Chloe Gladiator Blue Suede Wedges, Size 8.5",Chloe,Shoes,Shoes/Heels,137461-136454-NMS-SH,1
136725,240.00," Manolo Blahnik Black Fabric & Patent Leather Flats, Size 8","Manolo Blahnik",Shoes,Shoes/Heels,137631-136725-PSB-SH,1
136842,480.00," Givenchy Podium Black Suede & Leather Mid - Calves Boots, Size 10",Givenchy,Shoes,Boots,137689-136842-PIS-SH,1
136993,144.00," Christian Louboutin 1090562 123 Scarpe 140 Blue Patent Leather Heels, Size 6.5","Christian Louboutin",Shoes,Shoes/Heels,137801-136993-AS-SH,1
137083,168.00," Balenciaga Black Leather Sandals, Size 41",Balenciaga,Shoes,Shoes/Heels,137872-137083-TS-KA,1
137352,240.00," Tory Burch Mini Miller Burgundy Leather Pumps, Size 8","Tory Burch",Shoes,Shoes/Heels,138031-137352-PSB-SH,1
137583,72.00," Fendi Brown Patent Leather Pumps, Size 10",Fendi,Shoes,Shoes/Heels,137937-137583-ES-JK,1
139333,720.00," Chanel G32351 Black Fabric Sandals, Size 7",Chanel,Shoes,Shoes/Heels,139198-139333-ESB-SH,1
139346,60.00," Burberry Yellow Satin Sandals, Size 7",Burberry,Shoes,Shoes/Heels,139207-139346-NM-SH,1
139394,360.00," Chanel Black & White Fabric Flats, Size 6.5",Chanel,Shoes,Shoes/Heels,139237-139394-PSB-MZ,1
139415,240.00," Gucci White Leather Sneakers, Size 7",Gucci,Shoes,Shoes/Heels,139255-139415-PSB-JK,1
139646,108.00," Tory Burch Blue Suede Flats, Size 8.5","Tory Burch",Shoes,Shoes/Heels,139422-139646-NM-SH,1
139864,240.00," Alexander McQueen Black Leather Sandals, Size 10","Alexander McQueen",Shoes,Shoes/Heels,139577-139864-PSB-SH,1
140014,540.00," Fendi Sophie Beige Patent Leather Pumps, Size 9.5",Fendi,Shoes,Shoes/Heels,139682-140014-NBM-SH,1
140197,420.00," Valentino Black Leather Flats, Size 7",Valentino,Shoes,Shoes/Heels,139814-140197-PTM-SH,1
140263,120.00," Lanvin Black Leather Flats, Size 8",Lanvin,Shoes,Shoes/Heels,139863-140263-MS-SH,1
140288,192.00," Giuseppe Zanotti Silver Leather Sandals, Size 8","Giuseppe Zanotti",Shoes,Shoes/Heels,139874-140288-IS-SH,1
141164,180.00," Fendi Red Velvet Pumps, Size 10",Fendi,Shoes,Shoes/Heels,140456-141164-MS-SH,1
141173,600.00," Chanel Black Leather Sandals, Size 9.5",Chanel,Shoes,Shoes/Heels,140461-141173-NMS-KA,1
141345,300.00," Valentino ID Low Top Green & Multi-Color Canvas Sneakers, Size 11",Valentino,Shoes,Shoes/Heels,140589-141345-PNM-SH,1
141374,120.00," Sergio Rossi Tan Satin Pumps, Size 9","Sergio Rossi",Shoes,Shoes/Heels,140599-141374-MS-SH,1
141432,192.00," Tory Burch Claire Gold Leather Flats, Size 8.5","Tory Burch",Shoes,Shoes/Heels,140627-141432-CB-SH,1
141435,192.00," Tory Burch Claire Burgundy Leather Flats, Size 7.5","Tory Burch",Shoes,Shoes/Heels,140627-141435-CB-SH,1
141442,60.00," To Boot New York Animal Print Snakeskin Loafers, Size 10","To Boot New York",Shoes,Shoes/Heels,140628-141442-NM-MZ,1
141443,24.00," Pierre Hardy Beige Suede Loafers, Size 12","Pierre Hardy",Shoes,Shoes/Heels,140628-141443-PS-SH,1
141635,540.00," Valentino Black Leather Pumps, Size 9.5",Valentino,Shoes,Shoes/Heels,140739-141635-NBM-SH,1
141712,144.00," Celine Black Leather Pumps, Size 11",Celine,Shoes,Shoes/Heels,140787-141712-AS-KA,1
141775,180.00," Chanel Black Patent Leather Pumps, Size 10.5",Chanel,Shoes,Shoes/Heels,140834-141775-MS-KA,1
141781,480.00," Stella McCartney 412269 Dana Black Patent Leather Flats, Size 6","Stella McCartney",Shoes,Shoes/Heels,,1
141902,168.00," Manolo Blahnik BB Pink Snakeskin Pumps, Size 11.5","Manolo Blahnik",Shoes,Shoes/Heels,140928-141902-TS-SH,1
141909,72.00,"Prada Brown & Multi-Color Patent Leather Heels, Size 40",Prada,Shoes,Shoes/Heels,140928-141909-ES-SH,1
141910,48.00," Prada Silver Leather Sandals, Size 11",Prada,Shoes,Shoes/Heels,140928-141910-NS-SH,1
142420,72.00," Jimmy Choo Pink Satin Sandals, Size 6","Jimmy Choo",Shoes,Shoes/Heels,141208-142420-ES-SH,1
142428,96.00," Giuseppe Zanotti Diva 90 Tan Patent Leather Pumps, Size 6","Giuseppe Zanotti",Shoes,Shoes/Heels,141208-142428-US-SH,1
142437,72.00," Jimmy Choo Border Orange Leather Sandals, Size 6","Jimmy Choo",Shoes,Shoes/Heels,141208-142437-ES-SH,1
142560,1260.00," Christian Louboutin 1160510 Bianca Botta 140 Black Leather Mid - Calves Boots, Size 7.5","Christian Louboutin",Shoes,Boots,,1
142686,180.00," Christian Dior Yacht Brown Leather Sandals, Size 10","Christian Dior",Shoes,Shoes/Heels,141399-142686-TM-SH,1
142755,132.00,"Jimmy Choo Tan & Brown Pony Hair Flats, Size 6","Jimmy Choo",Shoes,Shoes/Heels,141453-142755-MB-SH,1
143041,540.00," Valentino S.P.A Black Leather Mid - Calves Boots, Size 7",Valentino,Shoes,Boots,141617-143041-NBM-SH,1
143211,720.00," Louis Vuitton Blue Leather Sneakers, Size 9.5","Louis Vuitton",Shoes,Shoes/Heels,141753-143211-ESB-SH,1
143255,120.00," Manolo Blahnik Prisca Pink Leather Sandals, Size 8.5","Manolo Blahnik",Shoes,Shoes/Heels,141785-143255-MS-SH,1
143263,360.00," Fendi Decolette Grey Leather Pumps, Size 7",Fendi,Shoes,Shoes/Heels,141793-143263-PMS-SH,1
143275,300.00," Gucci Multi-Color Satin Sneakers, Size 6",Gucci,Shoes,Shoes/Heels,141804-143275-PNM-SH,1
143379,420.00," Chanel G30561 Grosgrain Crystal Bow Black Fabric Heels, Size 6.5",Chanel,Shoes,Shoes/Heels,141874-143379-PTM-SH,1
143605,60.00," Burberry Black Leather Ridings Boots, Size 7",Burberry,Shoes,Boots,,1
143620,36.00," Giuseppe Zanotti Pink Suede Flats, Size 6","Giuseppe Zanotti",Shoes,Shoes/Heels,141985-143620-PM-SH,1
143789,60.00," Prada Purple & Grey Patent Leather Flats, Size 10.5",Prada,Shoes,Shoes/Heels,141697-143789-NS-SH,1
143919,168.00," Giuseppe Zanotti Yellow Leather Sandals, Size 8","Giuseppe Zanotti",Shoes,Shoes/Heels,142132-143919-TS-SH,1
144205,144.00," Jimmy Choo Tami Suede & Patent Leather Heels, Size 8","Jimmy Choo",Shoes,Shoes/Heels,142332-144205-AS-SH,1
144251,840.00," Yves Saint Laurent Black Leather Ankle Boots, Size 9.5","Yves Saint Laurent",Shoes,Boots,142364-144251-EMS-SH,1
144278,480.00,"Prada Brown Leather Fur Tassel Loafers, Size 8",Prada,Shoes,Shoes/Heels,142364-144278-NSB-SH,1
144576,360.00," Yves Saint Laurent 10H Red & Black Leather Sneakers, Size 11","Yves Saint Laurent",Shoes,Shoes/Heels,142592-144576-PMS-SH,1
144589,144.00," Yves Saint Laurent Brown Leather Ankle Boots, Size 9","Yves Saint Laurent",Shoes,Boots,142599-144589-AS-SH,1
144740,420.00,"Christian Louboutin Louis Junior Leather & Suede Sneakers, Size 9.5","Christian Louboutin",Shoes,Shoes/Heels,142702-144740-PTM-SH,1
144741,84.00," Prada Green Patent Leather Flats, Size 9",Prada,Shoes,Shoes/Heels,142702-144741-ES-SH,1
144742,84.00," Prada Tan Patent Leather Sneakers, Size 9.5",Prada,Shoes,Shoes/Heels,142702-144742-EM-MZ,1
144743,480.00," Valentino Rockstud Black Patent Leather Pumps, Size 10",Valentino,Shoes,Shoes/Heels,142702-144743-NSB-SH,1
144745,480.00,"Christian Louboutin Rantus Orlato Pony Hair Sneakers, Size 9.5","Christian Louboutin",Shoes,Shoes/Heels,142702-144745-NSB-SH,1
144746,540.00," Christian Louboutin Black & Gold  Pumps, Size 10","Christian Louboutin",Shoes,Shoes/Heels,142702-144746-NBM-SH,1
144773,480.00," Christian Louboutin Rolando Burgundy Patent Leather Pumps, Size 10.5","Christian Louboutin",Shoes,Shoes/Heels,142713-144773-NSB-SH,1
144779,300.00," Louis Vuitton Black Patent Leather Ankle Boots, Size 9","Louis Vuitton",Shoes,Boots,142713-144779-PNM-SH,1
144883,360.00," Chanel G29783 Blue Leather Sandals, Size 7",Chanel,Shoes,Shoes/Heels,142790-144883-PMS-SH,1
145022,120.00," Versace Blue Leather Ankle Boots, Size 10",Versace,Shoes,Boots,142702-145022-MS-SH,1
145023,180.00," Versace Multi-Color Patent Leather Pumps, Size 10",Versace,Shoes,Shoes/Heels,142702-145023-TM-SH,1
145111,180.00," Chanel Brown Velvet Pumps, Size 11",Chanel,Shoes,Shoes/Heels,142953-145111-TM-SH,1
145325,480.00," Manolo Blahnik Hangisi Blue Satin Pumps, Size 11","Manolo Blahnik",Shoes,Shoes/Heels,143009-145325-PIS-SH,1
145338,96.00," Fendi Brown & Black & Pink Canvas Flats, Size 10",Fendi,Shoes,Shoes/Heels,143019-145338-US-SH,1
145340,300.00," Gucci Brown Canvas Sneakers, Size 8.5",Gucci,Shoes,Shoes/Heels,143019-145340-TM-SH,1
145435,480.00," Gucci Coda Blooms Multi-Color Canvas Sneakers, Size 9",Gucci,Shoes,Shoes/Heels,143082-145435-NSB-SH,1
145438,420.00," Christian Louboutin 1120661 Dafsling 160 Gold Leather Pumps, Size 10","Christian Louboutin",Shoes,Shoes/Heels,143082-145438-PTM-SH,1
145439,180.00," Gucci Animal Print Pony Hair Sneakers, Size 8.5",Gucci,Shoes,Shoes/Heels,143082-145439-TM-SH,1
145440,240.00," Gucci Black Leather Sneakers, Size 9",Gucci,Shoes,Shoes/Heels,143082-145440-PSB-SH,1
145500,180.00," Gucci 347556 Black Suede Ankle Boots, Size 9.5",Gucci,Shoes,Boots,143102-145500-AS-SH,1
145546,72.00,,Givenchy,Shoes,Shoes/Heels,NULL,1
145547,60.00,,"Marc Jacobs",Shoes,Boots,NULL,1
145637,180.00,"Christian Louboutin Gold Leather Pumps, Size 8.5","Christian Louboutin",Shoes,Shoes/Heels,143153-145637-AB-SH,1
145651,456.00,"Chanel Beige & Black Canvas Sneakers, Size 7",Chanel,Shoes,Shoes/Heels,143153-145651-NPC-SH,1
145847,240.00," Christian Louboutin Decoltish Metallic Cork Tan Leather Pumps, Size 8","Christian Louboutin",Shoes,Shoes/Heels,143305-145847-PSB-SH,1
145906,192.00," Valentino Black PVC Sandals, Size 9",Valentino,Shoes,Shoes/Heels,143353-145906-IS-SH,1
145907,180.00," Christian Louboutin Black Leather Sandals, Size 9.5","Christian Louboutin",Shoes,Shoes/Heels,143353-145907-TM-SH,1
145926,168.00," Yves Saint Laurent Black Leather Platform Heels, Size 10","Yves Saint Laurent",Shoes,Shoes/Heels,143353-145926-TS-SH,1
145928,96.00," Yves Saint Laurent Animal Print Pony Hair Flats, Size 9.5","Yves Saint Laurent",Shoes,Shoes/Heels,143353-145928-US-SH,1
145929,72.00," Givenchy Green PVC Sandals, Size 8",Givenchy,Shoes,Shoes/Heels,143353-145929-ES-SH,1
145930,192.00," Gucci Tan Suede Mid - Calves Boots, Size 7.5",Gucci,Shoes,Boots,143353-145930-TS-SH,1
